pop,dam,Corollawidth,Corollalength,Petallength,color492,nectaramt,nectarconc,Root,fdate,ln_Corollawidth,ln_Corollalength,ln_Petallength,ln_color_adj,ln_nectaramt,ln_nectarconc,ln_Root,ln_fdate
23,AM_107,NA,NA,NA,NA,NA,NA,7.94,725,NA,NA,NA,NA,NA,NA,2.071913275,6.52649486
23,AM_107,2.866666667,47,7.333333333,0.1535,22.83333333,18.83333333,6.75,292,1.053149915,3.850147602,1.992430165,-4.34924767,3.128221456,2.935628349,1.909542505,6.068425588
23,AM_107,NA,NA,NA,0.185,NA,NA,7.96,697,NA,NA,NA,-4.505976801,NA,NA,2.074429,6.442540166
23,AM_107,2.9,47.66666667,9,0.1127,22.33333333,21.83333333,6.04,57,1.064710737,3.864232342,2.197224577,-4.861166529,3.106080331,3.083437854,1.798404012,5.407171771
23,AM_107,2.5,38.33333333,9.916666667,0.1203,14.5,23,7.47,334,0.916290732,3.64631984,2.294216843,-4.726291138,2.674148649,3.135494216,2.010894999,6.146329258
23,AM_107,NA,NA,NA,0.0501,31.83333333,19.83333333,7.35,507,NA,NA,NA,-5.540049549,3.460513959,2.987364024,1.994700313,5.840641657
23,AM_107,NA,NA,NA,0.1912,16.5,21.5,9.04,575,NA,NA,NA,-4.335799214,2.803360381,3.068052935,2.201659174,6.456769656
23,AM_108,3.2,45,9.5,0.3249,NA,NA,5.68,267,1.16315081,3.80666249,2.251291799,-3.732983223,NA,NA,1.736951233,4.96284463
23,AM_108,NA,NA,NA,NA,NA,NA,7.12,NA,NA,NA,NA,NA,NA,NA,1.962907725,NA
23,AM_108,2.983333333,41,9.666666667,0.1498,10.66666667,17.5,6.22,267,1.093041244,3.713572067,2.268683541,-4.339670169,2.367123614,2.862200881,1.827769907,4.96284463
23,AM_108,2.916666667,45.33333333,8,0.3817,34.16666667,15,5.99,78,1.070441412,3.814042597,2.079441542,-3.473044732,3.53125051,2.708050201,1.790091412,5.484796933
23,AM_108,2.916666667,44.66666667,11.83333333,0.32,24.75,19.625,5.29,67,1.070441412,3.799227511,2.470920408,-3.923519171,3.208825489,2.976804264,1.665818246,5.438079309
23,AM_108,3.033333333,43,10.16666667,0.4835,24.7,17.3,6.14,25,1.109662125,3.761200116,2.319114395,-3.363258163,3.206803244,2.850706502,1.814824742,2.708050201
23,AM_108,3.166666667,46.33333333,8.666666667,0.2084,16,18,5.79,410,1.15267951,3.835861644,2.159484249,-3.952829645,2.772588722,2.890371758,1.756132292,6.257667588
23,AM_110,3.066666667,39,13,NA,8.5,17.5,8.48,NA,1.120591195,3.663561646,2.564949357,NA,2.140066163,2.862200881,2.13771045,NA
23,AM_110,2.416666667,41.66666667,9,0.1636,13.16666667,20.33333333,6.56,410,0.88238918,3.729701449,2.197224577,-4.107400767,2.577688383,3.012261575,1.880990603,6.257667588
23,AM_110,2.5,37.5,9.833333333,0.3398,8.333333333,17,5.67,16,0.916290732,3.624340933,2.285777975,-3.096964208,2.120263536,2.833213344,1.735189118,5.099866428
23,AM_110,2.75,42.16666667,8.5,0.2778,21,20.66666667,5.9,57,1.011600912,3.74163002,2.140066163,-3.840558709,3.044522438,3.028522097,1.774952351,5.407171771
23,AM_110,2.5,42,11.83333333,0.0854,12.5,20.33333333,7.51,401,0.916290732,3.737669618,2.470920408,-5.063098864,2.525728644,3.012261575,2.016235466,6.238324625
23,AM_110,2.566666667,39.83333333,7.5,NA,6,27.5,8.54,547,0.94260804,3.684704083,2.014903021,NA,1.791759469,3.314186005,2.144761008,6.419994928
23,AM_110,2.916666667,38.83333333,9.916666667,NA,NA,NA,8.4,655,1.070441412,3.659278984,2.294216843,NA,NA,NA,2.128231706,6.551080335
23,AM_110,2.783333333,39,11,0.149,11.75,21,6.12,20,1.02364925,3.663561646,2.397895273,-4.367491986,2.463853241,3.044522438,1.811562097,5.153291594
23,AM_110,3.033333333,47.66666667,11,0.1176,14,20.83333333,5.04,267,1.109662125,3.864232342,2.397895273,-4.947697909,2.63905733,3.036554268,1.617406082,4.96284463
23,AM_110,2.916666667,47.83333333,10,0.1154,12,21.16666667,7.2,477,1.070441412,3.867722746,2.302585093,-4.576513923,2.48490665,3.052427617,1.974081026,5.686975356
23,AM_110,2.833333333,40.83333333,10.5,0.0791,14.5,18.5,4.43,20,1.041453875,3.709498741,2.351375257,-4.985803607,2.674148649,2.917770732,1.488399584,2.48490665
23,AM_110,2.866666667,48.5,11.66666667,0.1266,14,20,7.11,638,1.053149915,3.881563798,2.456735773,-4.580054893,2.63905733,2.995732274,1.961502244,6.304448802
23,AM_110,2.883333333,39.91666667,7.833333333,NA,21.125,17.375,9.33,632,1.058947032,3.686793948,2.058388132,NA,3.050457173,2.855032391,2.233235015,6.280395839
23,AM_110,NA,NA,NA,0.1407,10.75,19.75,7.81,617,NA,NA,NA,-4.609071592,2.374905755,2.983153491,2.055404964,6.502790046
23,AM_110,3.2,41.5,12,0.2763,20,19.66666667,5.46,292,1.16315081,3.725693427,2.48490665,-4.060355645,2.995732274,2.978925155,1.69744879,6.068425588
23,AM_110,2.816666667,42.66666667,11.33333333,0.1833,18,20.66666667,6.17,334,1.035554153,3.753417975,2.427748236,-4.143576268,2.890371758,3.028522097,1.819698838,6.146329258
23,AM_110,2.7,43,12.66666667,0.1608,18.83333333,21.16666667,5.78,267,0.993251773,3.761200116,2.538973871,-4.335647275,2.935628349,3.052427617,1.754403683,6.013715156
23,AM_110,2.483333333,41,11.66666667,0.0906,28.16666667,16.16666667,5.1,267,0.909601744,3.713572067,2.456735773,-4.893017808,3.338139246,2.782951509,1.62924054,6.013715156
23,AM_110,2.466666667,40,8.666666667,0.1309,12.33333333,18.33333333,5.4,477,0.902867712,3.688879454,2.159484249,-4.341789362,2.512305624,2.908720896,1.686398954,6.345636361
23,AM_111,2.483333333,45.66666667,11.5,0.1187,20.33333333,20.25,4.86,161,0.909601744,3.821368637,2.442347035,-4.82598584,3.012261575,3.008154794,1.581038438,5.796057751
23,AM_111,3,45.33333333,10,NA,35,19.66666667,4.98,142,1.098612289,3.814042597,2.302585093,NA,3.555348061,2.978925155,1.605429891,5.736572297
23,AM_111,2.583333333,44.33333333,11,0.1084,15,22.5,5.34,194,0.949080555,3.791736839,2.397895273,-4.579852378,2.708050201,3.113515309,1.675225653,5.866468057
23,AM_111,NA,NA,NA,0.1133,9.25,24.5,6.77,456,NA,NA,NA,-4.771701356,2.224623552,3.198673118,1.912501087,6.320768294
23,AM_111,3,43.33333333,9,0.1083,34.16666667,19.16666667,5.36,281,1.098612289,3.768922162,2.197224577,-4.408002121,3.53125051,2.953172659,1.678963975,6.03787092
23,AM_111,NA,NA,NA,0.1091,20.66666667,17.66666667,6.81,334,NA,NA,NA,-4.61293101,3.028522097,2.871679625,1.91839212,6.146329258
23,AM_111,2.666666667,43.66666667,12,0.201,16.16666667,20.16666667,4.95,142,0.980829253,3.776585035,2.48490665,-4.241935036,2.782951509,3.004031077,1.599387577,5.736572297
23,AM_111,2.8,45.66666667,9,0.1999,17.33333333,20.33333333,6.11,334,1.029619417,3.821368637,2.197224577,-4.061029339,2.85263143,3.012261575,1.809926773,5.153291594
23,AM_111,3.166666667,43.33333333,8.666666667,0.226,17,22.5,5.69,281,1.15267951,3.768922162,2.159484249,-3.81176254,2.833213344,3.113515309,1.738710248,6.03787092
23,AM_115,NA,NA,NA,NA,NA,NA,8.64,734,NA,NA,NA,NA,NA,NA,2.156402583,6.556778356
23,AM_115,3.3,45.66666667,8.833333333,0.3857,9.833333333,21.16666667,7.05,507,1.193922468,3.821368637,2.178532444,-3.421303291,2.285777975,3.052427617,1.953027617,6.376726948
23,AM_115,3.133333333,46,12,0.2349,18.5,21.5,8.23,617,1.142097401,3.828641396,2.48490665,-4.241048009,2.917770732,3.068052935,2.107786015,6.257667588
23,AM_115,3.1,37,10.5,0.2214,5.5,21.5,8.44,547,1.131402111,3.610917913,2.351375257,-3.781455342,1.704748092,3.068052935,2.132982309,5.986452005
24,AM_198,NA,NA,NA,NA,NA,NA,6.96,467,NA,NA,NA,NA,NA,NA,1.940179474,6.338594078
24,AM_201,NA,NA,NA,4,36,23,6.98,410,NA,NA,NA,-1.421721831,3.583518938,3.135494216,1.943048917,6.257667588
24,AM_201,3.666666667,31.66666667,9.333333333,4,NA,NA,5.99,424,1.299282984,3.455264603,2.233592221,-1.171165481,NA,NA,1.790091412,6.280395839
24,AM_201,4.1,33.16666667,12.33333333,4,46,21.75,5.8,433,1.410986974,3.501545356,2.512305624,-1.524859936,3.828641396,3.079613758,1.757857918,6.289715571
24,AM_201,4.233333333,30.33333333,11.5,4,40,23,6.02,477,1.442989705,3.412247218,2.442347035,-1.369275356,3.688879454,3.135494216,1.795087259,6.345636361
24,AM_201,4.3,39,18,4,50.16666667,21.83333333,6.26,309,1.458615023,3.663561646,2.890371758,-1.561402463,3.915350796,3.083437854,1.834180185,6.100318952
24,AM_203,NA,NA,NA,NA,NA,NA,9.21,697,NA,NA,NA,NA,NA,NA,2.22028985,6.442540166
24,AM_203,NA,NA,NA,4,NA,NA,4.69,671,NA,NA,NA,-0.865628817,NA,NA,1.545432582,6.393590754
24,AM_203,4.166666667,32,13.66666667,4,36,21.5,7.16,617,1.427116356,3.465735903,2.614959778,-1.252691537,3.583518938,3.068052935,1.968509981,6.257667588
24,AM_203,3.533333333,36.66666667,15,NA,NA,NA,5.8,570,1.262241712,3.601868077,2.708050201,NA,NA,NA,1.757857918,6.452048954
24,AM_203,3.633333333,35,12.66666667,NA,NA,NA,6.55,445,1.290150501,3.555348061,2.538973871,-1.226125609,NA,NA,1.87946505,6.304448802
24,AM_203,3.25,32.5,10.83333333,4,30,24,6.2,410,1.178654996,3.481240089,2.3826278,-1.47453415,3.401197382,3.17805383,1.824549292,6.257667588
25,TJ_234,2.416666667,38.5,8.666666667,0.2964,14.33333333,22.83333333,5.31,112,0.88238918,3.650658241,2.159484249,-3.414158457,2.662587827,3.128221456,1.669591835,5.613128106
25,TJ_234,2.666666667,40.66666667,9.5,0.56495,24.5,19.83333333,5.13,161,0.980829253,3.705408756,2.251291799,-2.974443455,3.198673118,2.987364024,1.635105659,5.796057751
25,TJ_234,NA,NA,NA,0.1817,26.5,14.5,6.86,671,NA,NA,NA,-3.768202204,3.277144733,2.674148649,1.925707442,6.393590754
25,TJ_234,2.95,50.16666667,10.66666667,0.8066,18.83333333,18,5.95,221,1.08180517,3.915350796,2.367123614,-2.731574932,2.935628349,2.890371758,1.78339122,5.937536205
25,TJ_234,NA,NA,NA,NA,NA,NA,7.38,537,NA,NA,NA,NA,NA,NA,1.998773639,6.411818268
25,TJ_234,2.75,45.5,11,0.6401,14.5,20.66666667,5.7,194,1.011600912,3.817712326,2.397895273,-2.96,2.674148649,3.028522097,1.740466175,5.866468057
25,TJ_234,2.75,47.66666667,11.5,0.9236,20.83333333,18.66666667,5.51,112,1.011600912,3.864232342,2.442347035,-2.580584231,3.036554268,2.926739402,1.706564623,5.613128106
25,TJ_234,3.466666667,46.66666667,10.33333333,0.889,37.66666667,13.83333333,5.8,367,1.243193518,3.843030134,2.335374915,-2.637770949,3.62877553,2.627081138,1.757857918,6.192362489
25,TJ_236,3.3,40.66666667,8.833333333,NA,29,20.25,8.18,352,1.193922468,3.705408756,2.178532444,NA,3.36729583,3.008154794,2.101692151,6.173786104
25,TJ_236,NA,NA,NA,0.7754,41.375,19.625,6.29,520,NA,NA,NA,-2.791321753,3.722676834,2.976804264,1.838961071,5.866468057
25,TJ_236,2.683333333,39,11,0.574,33.25,17.25,8.09,528,0.987059803,3.663561646,2.397895273,-2.825497653,3.504054767,2.847812143,2.090628731,5.916202063
25,TJ_236,NA,NA,NA,0.4822,27,18.5,9.62,662,NA,NA,NA,-3.560489765,3.295836866,2.917770732,2.263844265,6.363028104
25,TJ_236,NA,NA,NA,NA,NA,NA,5.9,686,NA,NA,NA,NA,NA,NA,1.774952351,6.429719478
25,TJ_236,3.1,40,11,0.3508,26.83333333,18.66666667,7.5,570,1.131402111,3.688879454,2.397895273,-3.627073797,3.289644896,2.926739402,2.014903021,6.100318952
25,TJ_236,3.133333333,46,10.66666667,0.2119,34.5,17.83333333,5.05,233,1.142097401,3.828641396,2.367123614,-4.402208876,3.540959324,2.881069365,1.619388243,5.963579344
25,TJ_236,2.883333333,40.66666667,8.666666667,1.4031,26.16666667,20.5,5.2,194,1.058947032,3.705408756,2.159484249,-2.093085477,3.264486336,3.020424886,1.648658626,5.866468057
25,TJ_236,2.875,44.5,10.75,2.189,25.66666667,20.66666667,5.88,78,1.056052674,3.795489189,2.374905755,-1.845562175,3.245193133,3.028522097,1.771556762,5.484796933
25,TJ_236,3.166666667,42.66666667,8.333333333,0.1019,22,19.33333333,7.19,382,1.15267951,3.753417975,2.120263536,-4.808291262,3.091042453,2.961830722,1.972691172,5.288267031
25,TJ_236,NA,NA,NA,1.724,22.33333333,19.16666667,6.56,617,NA,NA,NA,-2.195482922,3.106080331,2.953172659,1.880990603,6.502790046
25,TJ_236,3.2,44,12.66666667,0.4747,31.33333333,19.5,4.95,309,1.16315081,3.784189634,2.538973871,-3.3,3.444682493,2.970414466,1.599387577,6.100318952
25,TJ_236,NA,NA,NA,NA,NA,NA,8.93,709,NA,NA,NA,NA,NA,NA,2.189416395,6.603943825
25,TJ_236,NA,NA,NA,2.3238,25.66666667,14.5,6.82,614,NA,NA,NA,-1.735041413,3.245193133,2.674148649,1.919859472,6.501289671
25,TJ_239,2.966666667,42.33333333,10.66666667,2.3414,30.83333333,21,4.78,309,1.087438988,3.745574798,2.367123614,-1.759100139,3.428596356,3.044522438,1.564440547,6.100318952
25,TJ_239,2.733333333,44.5,12.33333333,1.3342,13.83333333,21.83333333,7.1,292,1.005521865,3.795489189,2.512305624,-2.328187675,2.627081138,3.083437854,1.960094784,6.068425588
25,TJ_241,3.166666667,38.5,7.5,0.7851,19.66666667,23,5.87,102,1.15267951,3.650658241,2.014903021,-2.603364059,2.978925155,3.135494216,1.769854634,4.077537444
25,TJ_241,2.5,40.5,9.75,2.7217,17.66666667,21.5,7.24,382,0.916290732,3.701301974,2.277267285,-1.552320562,2.871679625,3.068052935,1.979621206,5.288267031
25,TJ_241,2.7,42,8.833333333,0.5256,27.66666667,23.33333333,5.47,142,0.993251773,3.737669618,2.178532444,-3.237872326,3.320228319,3.149882953,1.699278616,4.356708827
25,TJ_241,NA,NA,NA,NA,NA,NA,6.89,655,NA,NA,NA,NA,NA,NA,1.930071085,6.551080335
25,TJ_244,NA,NA,NA,1.1377,20.66666667,21.33333333,8.81,424,NA,NA,NA,-1.739866139,3.028522097,3.060270795,2.17588744,5.484796933
25,TJ_244,NA,NA,NA,1.1756,49,21,8.47,575,NA,NA,NA,-2.393508791,3.891820298,3.044522438,2.136530509,6.120297419
25,TJ_244,2.6,43,10.66666667,NA,35,18.83333333,5.71,102,0.955511445,3.761200116,2.367123614,NA,3.555348061,2.935628349,1.742219024,4.077537444
25,TJ_247,3.133333333,49.33333333,11.83333333,0.168,25,18.5,5.87,25,1.142097401,3.898599985,2.470920408,-4.495501462,3.218875825,2.917770732,1.769854634,5.204006687
25,TJ_247,2.916666667,43.33333333,9.833333333,1.4559,18.5,20,5.07,43,1.070441412,3.768922162,2.285777975,-1.937702923,2.917770732,2.995732274,1.623340818,3.295836866
25,TJ_247,2.55,42.66666667,12.33333333,0.9914,21.83333333,21,NA,124,0.936093359,3.753417975,2.512305624,-2.613103078,3.083437854,3.044522438,NA,4.290459441
